Text name: ../res/res_mnist_b_err95_basic_choiceNet.txt
[00/50] [Loss] train:-0.141(f:-0.319+r:0.061+k:0.001+l:0.116) val:-0.246 test:-0.249 [Accr] train:51.7% val:76.8% test:76.0% maxVal:76.8% maxTest:76.0%
[28/50] [Loss] train:-0.352(f:-0.533+r:0.069+k:0.001+l:0.111) val:-0.535 test:-0.528 [Accr] train:59.3% val:86.9% test:85.4% maxVal:89.3% maxTest:87.9%
[29/50] [Loss] train:-0.353(f:-0.533+r:0.067+k:0.001+l:0.111) val:-0.535 test:-0.531 [Accr] train:59.7% val:87.1% test:85.6% maxVal:89.3% maxTest:87.9%
[30/50] [Loss] train:-0.356(f:-0.534+r:0.066+k:0.001+l:0.111) val:-0.543 test:-0.539 [Accr] train:59.7% val:88.4% test:87.1% maxVal:89.3% maxTest:87.9%
[31/50] [Loss] train:-0.361(f:-0.540+r:0.067+k:0.001+l:0.111) val:-0.523 test:-0.519 [Accr] train:60.2% val:85.3% test:84.1% maxVal:89.3% maxTest:87.9%
[32/50] [Loss] train:-0.365(f:-0.543+r:0.066+k:0.001+l:0.111) val:-0.522 test:-0.522 [Accr] train:60.7% val:85.6% test:84.2% maxVal:89.3% maxTest:87.9%
[33/50] [Loss] train:-0.367(f:-0.543+r:0.064+k:0.001+l:0.111) val:-0.524 test:-0.520 [Accr] train:61.0% val:85.4% test:83.8% maxVal:89.3% maxTest:87.9%
[34/50] [Loss] train:-0.371(f:-0.547+r:0.064+k:0.001+l:0.110) val:-0.516 test:-0.514 [Accr] train:61.3% val:85.4% test:83.4% maxVal:89.3% maxTest:87.9%
[35/50] [Loss] train:-0.374(f:-0.549+r:0.063+k:0.001+l:0.110) val:-0.518 test:-0.518 [Accr] train:61.6% val:85.1% test:83.7% maxVal:89.3% maxTest:87.9%
[36/50] [Loss] train:-0.377(f:-0.552+r:0.063+k:0.001+l:0.110) val:-0.511 test:-0.507 [Accr] train:62.0% val:83.8% test:82.3% maxVal:89.3% maxTest:87.9%
[37/50] [Loss] train:-0.384(f:-0.559+r:0.064+k:0.001+l:0.110) val:-0.493 test:-0.494 [Accr] train:62.6% val:80.2% test:79.6% maxVal:89.3% maxTest:87.9%
[38/50] [Loss] train:-0.384(f:-0.558+r:0.062+k:0.001+l:0.110) val:-0.501 test:-0.497 [Accr] train:63.0% val:82.2% test:81.1% maxVal:89.3% maxTest:87.9%
[39/50] [Loss] train:-0.389(f:-0.561+r:0.061+k:0.001+l:0.110) val:-0.501 test:-0.496 [Accr] train:63.5% val:81.6% test:80.7% maxVal:89.3% maxTest:87.9%
[40/50] [Loss] train:-0.392(f:-0.562+r:0.060+k:0.001+l:0.110) val:-0.503 test:-0.504 [Accr] train:63.5% val:82.2% test:81.5% maxVal:89.3% maxTest:87.9%
[41/50] [Loss] train:-0.398(f:-0.569+r:0.060+k:0.001+l:0.109) val:-0.503 test:-0.503 [Accr] train:64.3% val:82.3% test:81.2% maxVal:89.3% maxTest:87.9%
[42/50] [Loss] train:-0.402(f:-0.572+r:0.060+k:0.001+l:0.109) val:-0.485 test:-0.482 [Accr] train:64.9% val:79.4% test:78.0% maxVal:89.3% maxTest:87.9%
[43/50] [Loss] train:-0.406(f:-0.576+r:0.059+k:0.001+l:0.109) val:-0.483 test:-0.484 [Accr] train:65.3% val:79.2% test:78.2% maxVal:89.3% maxTest:87.9%
[44/50] [Loss] train:-0.410(f:-0.579+r:0.059+k:0.001+l:0.109) val:-0.458 test:-0.461 [Accr] train:65.9% val:74.3% test:74.5% maxVal:89.3% maxTest:87.9%
[45/50] [Loss] train:-0.414(f:-0.583+r:0.059+k:0.001+l:0.109) val:-0.472 test:-0.470 [Accr] train:66.3% val:76.7% test:75.9% maxVal:89.3% maxTest:87.9%
[46/50] [Loss] train:-0.419(f:-0.586+r:0.058+k:0.001+l:0.109) val:-0.474 test:-0.476 [Accr] train:66.7% val:76.7% test:75.8% maxVal:89.3% maxTest:87.9%
[47/50] [Loss] train:-0.424(f:-0.592+r:0.058+k:0.001+l:0.109) val:-0.457 test:-0.455 [Accr] train:67.3% val:73.7% test:73.1% maxVal:89.3% maxTest:87.9%
[48/50] [Loss] train:-0.426(f:-0.592+r:0.056+k:0.001+l:0.108) val:-0.464 test:-0.462 [Accr] train:67.7% val:75.2% test:75.0% maxVal:89.3% maxTest:87.9%
[49/50] [Loss] train:-0.428(f:-0.593+r:0.055+k:0.001+l:0.108) val:-0.481 test:-0.478 [Accr] train:68.0% val:77.6% test:77.4% maxVal:89.3% maxTest:87.9%
[50/50] [Loss] train:-0.431(f:-0.594+r:0.053+k:0.001+l:0.108) val:-0.509 test:-0.506 [Accr] train:67.5% val:80.9% test:80.3% maxVal:89.3% maxTest:87.9%
